Furtos; Fevereiro; 5; 625
Sequestro; Fevereiro; 5; 0
Estelionato; Fevereiro; 5; 74
Apreensão de Drogas; Fevereiro; 5; 25
Tráfico de Drogas; Fevereiro; 5; 11
Registro de Ocorrências; Fevereiro; 5; 1516
Homicídio Doloso; Fevereiro; 6; 8
Latrocínio; Fevereiro; 6; 0
Homicídio por intervenção policial; Fevereiro; 6; 1
Letalidade Violenta; Fevereiro; 6; 9
Estupro; Fevereiro; 6; 2
Roubos; Fevereiro; 6; 111
Furtos; Fevereiro; 6; 122
Sequestro; Fevereiro; 6; 0
Estelionato; Fevereiro; 6; 35
Apreensão de Drogas; Fevereiro; 6; 1
Tráfico de Drogas; Fevereiro; 6; 1
Registro de Ocorrências; Fevereiro; 6; 485
Homicídio Doloso; Fevereiro; 7; 0
Latrocínio; Fevereiro; 7; 0
Homicídio por intervenção policial; Fevereiro; 7; 0
Letalidade Violenta; Fevereiro; 7; 0
Estupro; Fevereiro; 7; 1
Roubos; Fevereiro; 7; 56
Furtos; Fevereiro; 7; 125
Sequestro; Fevereiro; 7; 0
Estelionato; Fevereiro; 7; 3
Apreensão de Drogas; Fevereiro; 7; 6
Tráfico de Drogas; Fevereiro; 7; 3
Registro de Ocorrências; Fevereiro; 7; 249
Homicídio Doloso; Fevereiro; 9; 1
Latrocínio; Fevereiro; 9; 0
Homicídio por intervenção policial; Fevereiro; 9; 0
Letalidade Violenta; Fevereiro; 9; 1
Estupro; Fevereiro; 9; 1
Roubos; Fevereiro; 9; 152
Furtos; Fevereiro; 9; 554
Sequestro; Fevereiro; 9; 0
Estelionato; Fevereiro; 9; 73
Apreensão de Drogas; Fevereiro; 9; 5
Tráfico de Drogas; Fevereiro; 9; 1
Registro de Ocorrências; Fevereiro; 9; 1063
Homicídio Doloso; Fevereiro; 10; 0
Latrocínio; Fevereiro; 10; 0
Homicídio por intervenção policial; Fevereiro; 10; 0
Letalidade Violenta; Fevereiro; 10; 0
Estupro; Fevereiro; 10; 2
Roubos; Fevereiro; 10; 98
Furtos; Fevereiro; 10; 370
Sequestro; Fevereiro; 10; 0
Estelionato; Fevereiro; 10; 88
Apreensão de Drogas; Fevereiro; 10; 0
Tráfico de Drogas; Fevereiro; 10; 0
Registro de Ocorrências; Fevereiro; 10; 802
Homicídio Doloso; Fevereiro; 11; 2
Latrocínio; Fevereiro; 11; 0
Homicídio por intervenção policial; Fevereiro; 11; 0
Letalidade Violenta; Fevereiro; 11; 2
Estupro; Fevereiro; 11; 1
Roubos; Fevereiro; 11; 2
Furtos; Fevereiro; 11; 9
Sequestro; Fevereiro; 11; 0
Estelionato; Fevereiro; 11; 6
Apreensão de Drogas; Fevereiro; 11; 0
Tráfico de Drogas; Fevereiro; 11; 0
Registro de Ocorrências; Fevereiro; 11; 81
Homicídio Doloso; Fevereiro; 12; 0
Latrocínio; Fevereiro; 12; 0
Homicídio por intervenção policial; Fevereiro; 12; 0
Letalidade Violenta; Fevereiro; 12; 0
Estupro; Fevereiro; 12; 1
Roubos; Fevereiro; 12; 92
Furtos; Fevereiro; 12; 432
Sequestro; Fevereiro; 12; 0
Estelionato; Fevereiro; 12; 72
Apreensão de Drogas; Fevereiro; 12; 24
Tráfico de Drogas; Fevereiro; 12; 5
Registro de Ocorrências; Fevereiro; 12; 998
Homicídio Doloso; Fevereiro; 13; 0
Latrocínio; Fevereiro; 13; 0
Homicídio por intervenção policial; Fevereiro; 13; 0
Letalidade Violenta; Fevereiro; 13; 0
Estupro; Fevereiro; 13; 2
Roubos; Fevereiro; 13; 78
Furtos; Fevereiro; 13; 259
Sequestro; Fevereiro; 13; 0
Estelionato; Fevereiro; 13; 70
Apreensão de Drogas; Fevereiro; 13; 33
Tráfico de Drogas; Fevereiro; 13; 5
Registro de Ocorrências; Fevereiro; 13; 649
